

2,1 , RIL , C , 10 , 01/01/2020 00:00:00 , P15, 	(13-MAR-2025 11:27:38)
2,1 , RIL , C , 11 , 14/09/2008 00:00:00 , P4, 	(13-MAR-2025 11:27:38)
2,1 , RIL , C , 12 , 31/01/2018 00:00:00 , P2, 	(13-MAR-2025 11:27:38)
2,1 , RIL , C , 13 , 31/01/2018 00:00:00 , B, 	(13-MAR-2025 11:27:38)
2,1 , RIL , C , 14 , 14/09/2008 00:00:00 , R, 	(13-MAR-2025 11:27:38)
2,1 , RIL , C , 15 , 31/01/2018 00:00:00 , P3, 	(13-MAR-2025 11:27:38)
2,1 , RIL , C , 15 , 31/01/2018 00:00:00 , P6, 	(13-MAR-2025 11:27:38)
2,1 , RIL , C , 15 , 31/01/2018 00:00:00 , P10, 	(13-MAR-2025 11:27:38)
2,1 , RIL , C , 15 , 31/01/2018 00:00:00 , P11, 	(13-MAR-2025 11:27:38)
2,1 , RIL , C , 15 , 31/01/2018 00:00:00 , P7, 	(13-MAR-2025 11:27:38)
2,1 , RIL , C , 15 , 31/01/2018 00:00:00 , B, 	(13-MAR-2025 11:27:38)
2,1 , RIL , C , 16 , 14/09/2008 00:00:00 , P5, 	(13-MAR-2025 11:27:38)
2,1 , RIL , C , 17 , 01/01/2020 00:00:00 , P15, 	(13-MAR-2025 11:27:38)
2,1 , RIL , C , 18 , 01/07/2021 00:00:00 , P5, 	(13-MAR-2025 11:27:38)
2,1 , RIL , C , 19 , 01/01/2020 00:00:00 , P9, 	(13-MAR-2025 11:27:38)
2,1 , RIL , C , 20 , 14/09/2008 00:00:00 , R, 	(13-MAR-2025 11:27:38)
2,1 , RIL , C , 21 , 31/01/2018 00:00:00 , P14, 	(13-MAR-2025 11:27:38)
2,1 , RIL , C , 21 , 31/01/2018 00:00:00 , P13, 	(13-MAR-2025 11:27:38)
2,1 , RIL , C , 21 , 31/01/2018 00:00:00 , B, 	(13-MAR-2025 11:27:38)
2,1 , RIL , C , 22 , 31/01/2018 00:00:00 , P18, 	(13-MAR-2025 11:27:38)
2,1 , RIL , C , 23 , 01/06/2021 00:00:00 , P8, 	(13-MAR-2025 11:27:38)
2,1 , RIL , C , 23 , 01/06/2021 00:00:00 , P17, 	(13-MAR-2025 11:27:38)
2,1 , RIL , C , 24 , 01/06/2021 00:00:00 , P18, 	(13-MAR-2025 11:27:38)
2,1 , RIL , C , 24 , 01/06/2021 00:00:00 , P16, 	(13-MAR-2025 11:27:38)
2,1 , RIL , C , 25 , 14/09/2008 00:00:00 , P4, 	(13-MAR-2025 11:27:38)
2,1 , RIL , C , 26 , 14/09/2008 00:00:00 , P4, 	(13-MAR-2025 11:27:38)
2,1 , RIL , C , 27 , 31/01/2018 00:00:00 , P18, 	(13-MAR-2025 11:27:38)
2,1 , RIL , C , 28 , 01/01/2020 00:00:00 , P9, 	(13-MAR-2025 11:27:38)
2,1 , RIL , C , 29 , 31/01/2018 00:00:00 , B, 	(13-MAR-2025 11:27:38)
2,1 , RIL , C , 30 , 31/01/2018 00:00:00 , B, 	(13-MAR-2025 11:27:38)
2,1 , RIL , C , 31 , 01/07/2021 00:00:00 , P5, 	(13-MAR-2025 11:27:38)
2,1 , RIL , C , 32 , 01/01/2020 00:00:00 , P15, 	(13-MAR-2025 11:27:38)
2,1 , RIL , C , 33 , 31/01/2018 00:00:00 , B, 	(13-MAR-2025 11:27:38)
2,1 , RIL , C , 34 , 28/02/2017 00:00:00 , P12, 	(13-MAR-2025 11:27:38)
2,1 , RIL , C , 35 , 14/09/2008 00:00:00 , P4, 	(13-MAR-2025 11:27:38)
2,1 , RIL , C , 36 , 14/09/2008 00:00:00 , P4, 	(13-MAR-2025 11:27:38)
2,1 , RIL , C , 37 , 01/01/2020 00:00:00 , B, 	(13-MAR-2025 11:27:38)
2,1 , RIL , C , 38 , 01/01/2020 00:00:00 , P2, 	(13-MAR-2025 11:27:38)
2,1 , RIL , C , 39 , 01/01/2020 00:00:00 , P9, 	(13-MAR-2025 11:27:38)
2,1 , RIL , C , 39 , 01/01/2020 00:00:00 , P9, 	(13-MAR-2025 11:27:38)	 (Not Inserted)
2,1 , RIL , C , 40 , 14/09/2008 00:00:00 , C, 	(13-MAR-2025 11:27:38)
2,1 , RIL , C , 41 , 14/09/2008 00:00:00 , P4, 	(13-MAR-2025 11:27:38)
2,1 , RIL , C , 42 , 01/01/2020 00:00:00 , P9, 	(13-MAR-2025 11:27:38)
2,1 , RIL , C , 43 , 31/01/2018 00:00:00 , P8, 	(13-MAR-2025 11:27:38)
2,1 , RIL , C , 44 , 14/09/2008 00:00:00 , R, 	(13-MAR-2025 11:27:38)
2,1 , RIL , C , 45 , 14/09/2008 00:00:00 , R, 	(13-MAR-2025 11:27:38)
2,1 , RIL , C , 46 , 14/09/2008 00:00:00 , P2, 	(13-MAR-2025 11:27:38)
2,1 , RIL , C , 47 , 14/09/2008 00:00:00 , P4, 	(13-MAR-2025 11:27:38)
2,1 , RIL , C , 48 , 10/02/2012 00:00:00 , P2, 	(13-MAR-2025 11:27:38)
2,1 , RIL , C , 1 , 14/09/2008 00:00:00 , R, 	(13-MAR-2025 11:27:38)
2,1 , RIL , C , 2 , 01/07/2021 00:00:00 , P5, 	(13-MAR-2025 11:27:38)
2,1 , RIL , C , 3 , 31/01/2018 00:00:00 , B, 	(13-MAR-2025 11:27:38)
2,1 , RIL , C , 4 , 01/07/2021 00:00:00 , P5, 	(13-MAR-2025 11:27:38)
2,1 , RIL , C , 5 , 01/01/2020 00:00:00 , P4, 	(13-MAR-2025 11:27:38)
2,1 , RIL , C , 5 , 01/01/2020 00:00:00 , B, 	(13-MAR-2025 11:27:38)
2,1 , RIL , C , 6 , 14/09/2008 00:00:00 , R, 	(13-MAR-2025 11:27:38)
2,1 , RIL , C , 7 , 31/01/2018 00:00:00 , P8, 	(13-MAR-2025 11:27:38)
2,1 , RIL , C , 8 , 14/09/2008 00:00:00 , P8, 	(13-MAR-2025 11:27:38)
2,1 , RIL , C , 9 , 10/02/2012 00:00:00 , P2, 	(13-MAR-2025 11:27:38)
2,1 , RIL , C , 9 , 10/02/2012 00:00:00 , R, 	(13-MAR-2025 11:27:38)
2,1 , RIL , C , 10 , 01/01/2020 00:00:00 , P15, 	(13-MAR-2025 11:27:38)
2,1 , RIL , C , 11 , 14/09/2008 00:00:00 , P4, 	(13-MAR-2025 11:27:38)
2,1 , RIL , C , 12 , 31/01/2018 00:00:00 , P2, 	(13-MAR-2025 11:27:38)
2,1 , RIL , C , 13 , 31/01/2018 00:00:00 , B, 	(13-MAR-2025 11:27:38)
2,1 , RIL , C , 14 , 14/09/2008 00:00:00 , R, 	(13-MAR-2025 11:27:38)
2,1 , RIL , C , 15 , 31/01/2018 00:00:00 , P3, 	(13-MAR-2025 11:27:38)
2,1 , RIL , C , 15 , 31/01/2018 00:00:00 , P6, 	(13-MAR-2025 11:27:38)
2,1 , RIL , C , 15 , 31/01/2018 00:00:00 , P10, 	(13-MAR-2025 11:27:38)
2,1 , RIL , C , 15 , 31/01/2018 00:00:00 , P11, 	(13-MAR-2025 11:27:38)
2,1 , RIL , C , 15 , 31/01/2018 00:00:00 , P7, 	(13-MAR-2025 11:27:38)
2,1 , RIL , C , 15 , 31/01/2018 00:00:00 , B, 	(13-MAR-2025 11:27:38)
2,1 , RIL , C , 16 , 14/09/2008 00:00:00 , P5, 	(13-MAR-2025 11:27:38)
2,1 , RIL , C , 17 , 01/01/2020 00:00:00 , P15, 	(13-MAR-2025 11:27:38)
2,1 , RIL , C , 18 , 01/07/2021 00:00:00 , P5, 	(13-MAR-2025 11:27:38)
2,1 , RIL , C , 19 , 01/01/2020 00:00:00 , P9, 	(13-MAR-2025 11:27:38)
2,1 , RIL , C , 20 , 14/09/2008 00:00:00 , R, 	(13-MAR-2025 11:27:38)
2,1 , RIL , C , 21 , 31/01/2018 00:00:00 , P14, 	(13-MAR-2025 11:27:38)
2,1 , RIL , C , 21 , 31/01/2018 00:00:00 , P13, 	(13-MAR-2025 11:27:38)
2,1 , RIL , C , 21 , 31/01/2018 00:00:00 , B, 	(13-MAR-2025 11:27:38)
2,1 , RIL , C , 22 , 31/01/2018 00:00:00 , P18, 	(13-MAR-2025 11:27:38)
2,1 , RIL , C , 23 , 01/06/2021 00:00:00 , P8, 	(13-MAR-2025 11:27:38)
2,1 , RIL , C , 23 , 01/06/2021 00:00:00 , P17, 	(13-MAR-2025 11:27:38)
2,1 , RIL , C , 24 , 01/06/2021 00:00:00 , P18, 	(13-MAR-2025 11:27:38)
2,1 , RIL , C , 24 , 01/06/2021 00:00:00 , P16, 	(13-MAR-2025 11:27:38)
2,1 , RIL , C , 25 , 14/09/2008 00:00:00 , P4, 	(13-MAR-2025 11:27:38)
2,1 , RIL , C , 26 , 14/09/2008 00:00:00 , P4, 	(13-MAR-2025 11:27:38)
2,1 , RIL , C , 27 , 31/01/2018 00:00:00 , P18, 	(13-MAR-2025 11:27:38)
2,1 , RIL , C , 28 , 01/01/2020 00:00:00 , P9, 	(13-MAR-2025 11:27:38)
2,1 , RIL , C , 29 , 31/01/2018 00:00:00 , B, 	(13-MAR-2025 11:27:38)
2,1 , RIL , C , 30 , 31/01/2018 00:00:00 , B, 	(13-MAR-2025 11:27:38)
2,1 , RIL , C , 31 , 01/07/2021 00:00:00 , P5, 	(13-MAR-2025 11:27:38)
2,1 , RIL , C , 32 , 01/01/2020 00:00:00 , P15, 	(13-MAR-2025 11:27:38)
2,1 , RIL , C , 33 , 31/01/2018 00:00:00 , B, 	(13-MAR-2025 11:27:38)
2,1 , RIL , C , 34 , 28/02/2017 00:00:00 , P12, 	(13-MAR-2025 11:27:38)
2,1 , RIL , C , 35 , 14/09/2008 00:00:00 , P4, 	(13-MAR-2025 11:27:38)
2,1 , RIL , C , 36 , 14/09/2008 00:00:00 , P4, 	(13-MAR-2025 11:27:38)
2,1 , RIL , C , 37 , 01/01/2020 00:00:00 , B, 	(13-MAR-2025 11:27:38)
2,1 , RIL , C , 38 , 01/01/2020 00:00:00 , P2, 	(13-MAR-2025 11:27:38)
2,1 , RIL , C , 39 , 01/01/2020 00:00:00 , P9, 	(13-MAR-2025 11:27:38)
2,1 , RIL , C , 39 , 01/01/2020 00:00:00 , P9, 	(13-MAR-2025 11:27:38)	 (Not Inserted)
2,1 , RIL , C , 40 , 14/09/2008 00:00:00 , C, 	(13-MAR-2025 11:27:38)
2,1 , RIL , C , 41 , 14/09/2008 00:00:00 , P4, 	(13-MAR-2025 11:27:38)
2,1 , RIL , C , 42 , 01/01/2020 00:00:00 , P9, 	(13-MAR-2025 11:27:38)
2,1 , RIL , C , 43 , 31/01/2018 00:00:00 , P8, 	(13-MAR-2025 11:27:38)
2,1 , RIL , C , 44 , 14/09/2008 00:00:00 , R, 	(13-MAR-2025 11:27:38)
2,1 , RIL , C , 45 , 14/09/2008 00:00:00 , R, 	(13-MAR-2025 11:27:38)
2,1 , RIL , C , 46 , 14/09/2008 00:00:00 , P2, 	(13-MAR-2025 11:27:38)
2,1 , RIL , C , 47 , 14/09/2008 00:00:00 , P4, 	(13-MAR-2025 11:27:38)
2,1 , RIL , C , 48 , 10/02/2012 00:00:00 , P2, 	(13-MAR-2025 11:27:38)
2,2 , MGL , C , 1 , 16/07/2009 00:00:00 , C, 	(13-MAR-2025 11:27:38)
2,2 , MGL , C , 2 , 09/05/2022 00:00:00 , B, 	(13-MAR-2025 11:27:38)
2,2 , MGL , C , 2 , 09/05/2022 00:00:00 , B, 	(13-MAR-2025 11:27:38)	 (Not Inserted)
2,2 , MGL , C , 3 , 01/08/2022 00:00:00 , B, 	(13-MAR-2025 11:27:38)
2,2 , MGL , C , 4 , 16/07/2009 00:00:00 , B, 	(13-MAR-2025 11:27:38)
2,2 , MGL , C , 5 , 16/07/2009 00:00:00 , B, 	(13-MAR-2025 11:27:38)
2,2 , MGL , C , 6 , 17/08/2011 00:00:00 , B, 	(13-MAR-2025 11:27:38)
2,2 , MGL , C , 1 , 16/07/2009 00:00:00 , C, 	(13-MAR-2025 11:27:38)
2,2 , MGL , C , 2 , 09/05/2022 00:00:00 , B, 	(13-MAR-2025 11:27:38)
2,2 , MGL , C , 2 , 09/05/2022 00:00:00 , B, 	(13-MAR-2025 11:27:38)	 (Not Inserted)
2,2 , MGL , C , 3 , 01/08/2022 00:00:00 , B, 	(13-MAR-2025 11:27:38)
2,2 , MGL , C , 4 , 16/07/2009 00:00:00 , B, 	(13-MAR-2025 11:27:38)
2,2 , MGL , C , 5 , 16/07/2009 00:00:00 , B, 	(13-MAR-2025 11:27:38)
2,2 , MGL , C , 6 , 17/08/2011 00:00:00 , B, 	(13-MAR-2025 11:27:38)
2,3 , GSPCL , C , 1 , 01/04/2009 00:00:00 , B, 	(13-MAR-2025 11:27:38)
2,3 , GSPCL , C , 1 , 01/04/2009 00:00:00 , P1, 	(13-MAR-2025 11:27:38)
2,3 , GSPCL , C , 1 , 01/04/2009 00:00:00 , P3, 	(13-MAR-2025 11:27:38)
2,3 , GSPCL , C , 1 , 01/04/2009 00:00:00 , P2, 	(13-MAR-2025 11:27:38)
2,3 , GSPCL , C , 2 , 21/04/2006 00:00:00 , 0, 	(13-MAR-2025 11:27:38)
2,3 , GSPCL , C , 2 , 21/04/2006 00:00:00 , 0, 	(13-MAR-2025 11:27:38)	 (Not Inserted)
2,3 , GSPCL , C , 3 , 21/04/2006 00:00:00 , B, 	(13-MAR-2025 11:27:38)
2,3 , GSPCL , C , 3 , 21/04/2006 00:00:00 , 0, 	(13-MAR-2025 11:27:38)
2,3 , GSPCL , C , 3 , 21/04/2006 00:00:00 , 0, 	(13-MAR-2025 11:27:38)	 (Not Inserted)
2,3 , GSPCL , C , 3 , 21/04/2006 00:00:00 , B, 	(13-MAR-2025 11:27:38)	 (Not Inserted)
2,3 , GSPCL , C , 4 , 01/04/2009 00:00:00 , R, 	(13-MAR-2025 11:27:38)
2,3 , GSPCL , C , 1 , 01/04/2009 00:00:00 , B, 	(13-MAR-2025 11:27:38)
2,3 , GSPCL , C , 1 , 01/04/2009 00:00:00 , P1, 	(13-MAR-2025 11:27:38)
2,3 , GSPCL , C , 1 , 01/04/2009 00:00:00 , P3, 	(13-MAR-2025 11:27:38)
2,3 , GSPCL , C , 1 , 01/04/2009 00:00:00 , P2, 	(13-MAR-2025 11:27:38)
2,3 , GSPCL , C , 2 , 21/04/2006 00:00:00 , 0, 	(13-MAR-2025 11:27:38)
2,3 , GSPCL , C , 2 , 21/04/2006 00:00:00 , 0, 	(13-MAR-2025 11:27:38)	 (Not Inserted)
2,3 , GSPCL , C , 3 , 21/04/2006 00:00:00 , B, 	(13-MAR-2025 11:27:38)
2,3 , GSPCL , C , 3 , 21/04/2006 00:00:00 , 0, 	(13-MAR-2025 11:27:38)
2,3 , GSPCL , C , 3 , 21/04/2006 00:00:00 , 0, 	(13-MAR-2025 11:27:38)	 (Not Inserted)
2,3 , GSPCL , C , 3 , 21/04/2006 00:00:00 , B, 	(13-MAR-2025 11:27:38)	 (Not Inserted)
2,3 , GSPCL , C , 4 , 01/04/2009 00:00:00 , R, 	(13-MAR-2025 11:27:38)
2,4 , Gail , C , 1 , 01/05/2024 00:00:00 , P7, 	(13-MAR-2025 11:27:38)
2,4 , Gail , C , 2 , 01/05/2024 00:00:00 , P7, 	(13-MAR-2025 11:27:38)
2,4 , Gail , C , 3 , 01/07/2022 00:00:00 , B, 	(13-MAR-2025 11:27:38)
2,4 , Gail , C , 3 , 01/07/2022 00:00:00 , P2, 	(13-MAR-2025 11:27:38)
2,4 , Gail , C , 4 , 01/05/2024 00:00:00 , P6, 	(13-MAR-2025 11:27:38)
2,4 , Gail , C , 5 , 01/08/2024 00:00:00 , B, 	(13-MAR-2025 11:27:38)
2,4 , Gail , C , 6 , 01/06/2023 00:00:00 , P4, 	(13-MAR-2025 11:27:38)
2,4 , Gail , C , 7 , 01/07/2022 00:00:00 , B, 	(13-MAR-2025 11:27:38)
2,4 , Gail , C , 7 , 01/07/2022 00:00:00 , P2, 	(13-MAR-2025 11:27:38)
2,4 , Gail , C , 8 , 08/03/2007 00:00:00 , B, 	(13-MAR-2025 11:27:38)
2,4 , Gail , C , 9 , 01/08/2024 00:00:00 , B, 	(13-MAR-2025 11:27:38)
2,4 , Gail , C , 10 , 01/05/2024 00:00:00 , B, 	(13-MAR-2025 11:27:38)
2,4 , Gail , C , 10 , 01/05/2024 00:00:00 , P4, 	(13-MAR-2025 11:27:38)
2,4 , Gail , C , 10 , 01/05/2024 00:00:00 , P6, 	(13-MAR-2025 11:27:38)
2,4 , Gail , C , 11 , 01/06/2024 00:00:00 , B, 	(13-MAR-2025 11:27:38)
2,4 , Gail , C , 11 , 01/06/2024 00:00:00 , P2, 	(13-MAR-2025 11:27:38)
2,4 , Gail , C , 11 , 01/06/2024 00:00:00 , P6, 	(13-MAR-2025 11:27:38)
2,4 , Gail , C , 11 , 01/06/2024 00:00:00 , P8, 	(13-MAR-2025 11:27:38)
2,4 , Gail , C , 12 , 01/08/2024 00:00:00 , B, 	(13-MAR-2025 11:27:38)
2,4 , Gail , C , 13 , 01/07/2022 00:00:00 , P2, 	(13-MAR-2025 11:27:38)
2,4 , Gail , C , 13 , 01/07/2022 00:00:00 , B, 	(13-MAR-2025 11:27:38)
2,4 , Gail , C , 14 , 01/06/2023 00:00:00 , P4, 	(13-MAR-2025 11:27:38)
2,4 , Gail , C , 15 , 01/11/2022 00:00:00 , P2, 	(13-MAR-2025 11:27:38)
2,4 , Gail , C , 15 , 01/11/2022 00:00:00 , P3, 	(13-MAR-2025 11:27:38)
2,4 , Gail , C , 16 , 01/06/2023 00:00:00 , P4, 	(13-MAR-2025 11:27:38)
2,4 , Gail , C , 17 , 28/05/2024 00:00:00 , P8, 	(13-MAR-2025 11:27:38)
2,4 , Gail , C , 1 , 01/05/2024 00:00:00 , P7, 	(13-MAR-2025 11:27:38)
2,4 , Gail , C , 2 , 01/05/2024 00:00:00 , P7, 	(13-MAR-2025 11:27:38)
2,4 , Gail , C , 3 , 01/07/2022 00:00:00 , B, 	(13-MAR-2025 11:27:38)
2,4 , Gail , C , 3 , 01/07/2022 00:00:00 , P2, 	(13-MAR-2025 11:27:38)
2,4 , Gail , C , 4 , 01/05/2024 00:00:00 , P6, 	(13-MAR-2025 11:27:38)
2,4 , Gail , C , 5 , 01/08/2024 00:00:00 , B, 	(13-MAR-2025 11:27:38)
2,4 , Gail , C , 6 , 01/06/2023 00:00:00 , P4, 	(13-MAR-2025 11:27:38)
2,4 , Gail , C , 7 , 01/07/2022 00:00:00 , B, 	(13-MAR-2025 11:27:38)
2,4 , Gail , C , 7 , 01/07/2022 00:00:00 , P2, 	(13-MAR-2025 11:27:38)
2,4 , Gail , C , 8 , 08/03/2007 00:00:00 , B, 	(13-MAR-2025 11:27:38)
2,4 , Gail , C , 9 , 01/08/2024 00:00:00 , B, 	(13-MAR-2025 11:27:38)
2,4 , Gail , C , 10 , 01/05/2024 00:00:00 , B, 	(13-MAR-2025 11:27:38)
2,4 , Gail , C , 10 , 01/05/2024 00:00:00 , P4, 	(13-MAR-2025 11:27:38)
2,4 , Gail , C , 10 , 01/05/2024 00:00:00 , P6, 	(13-MAR-2025 11:27:38)
2,4 , Gail , C , 11 , 01/06/2024 00:00:00 , B, 	(13-MAR-2025 11:27:38)
2,4 , Gail , C , 11 , 01/06/2024 00:00:00 , P2, 	(13-MAR-2025 11:27:38)
2,4 , Gail , C , 11 , 01/06/2024 00:00:00 , P6, 	(13-MAR-2025 11:27:38)
2,4 , Gail , C , 11 , 01/06/2024 00:00:00 , P8, 	(13-MAR-2025 11:27:38)
2,4 , Gail , C , 12 , 01/08/2024 00:00:00 , B, 	(13-MAR-2025 11:27:38)
2,4 , Gail , C , 13 , 01/07/2022 00:00:00 , P2, 	(13-MAR-2025 11:27:38)
2,4 , Gail , C , 13 , 01/07/2022 00:00:00 , B, 	(13-MAR-2025 11:27:38)
2,4 , Gail , C , 14 , 01/06/2023 00:00:00 , P4, 	(13-MAR-2025 11:27:38)
2,4 , Gail , C , 15 , 01/11/2022 00:00:00 , P2, 	(13-MAR-2025 11:27:38)
2,4 , Gail , C , 15 , 01/11/2022 00:00:00 , P3, 	(13-MAR-2025 11:27:38)
2,4 , Gail , C , 16 , 01/06/2023 00:00:00 , P4, 	(13-MAR-2025 11:27:38)
2,4 , Gail , C , 17 , 28/05/2024 00:00:00 , P8, 	(13-MAR-2025 11:27:38)
2,4 , Gail , R , 1 , 01/09/2023 00:00:00 , P4, 	(13-MAR-2025 11:27:38)
2,4 , Gail , R , 2 , 01/09/2023 00:00:00 , C, 	(13-MAR-2025 11:27:38)
2,4 , Gail , R , 3 , 21/09/2023 00:00:00 , R, 	(13-MAR-2025 11:27:38)
2,4 , Gail , R , 3 , 21/09/2023 00:00:00 , R, 	(13-MAR-2025 11:27:38)	 (Not Inserted)
2,4 , Gail , R , 4 , 21/09/2023 00:00:00 , P1, 	(13-MAR-2025 11:27:38)
2,4 , Gail , R , 4 , 21/09/2023 00:00:00 , P1, 	(13-MAR-2025 11:27:38)	 (Not Inserted)
2,4 , Gail , R , 5 , 01/09/2023 00:00:00 , C, 	(13-MAR-2025 11:27:38)
2,4 , Gail , R , 6 , 01/09/2023 00:00:00 , C, 	(13-MAR-2025 11:27:38)
2,4 , Gail , R , 7 , 01/10/2024 00:00:00 , C, 	(13-MAR-2025 11:27:38)
2,4 , Gail , R , 8 , 01/09/2023 00:00:00 , R, 	(13-MAR-2025 11:27:38)
2,4 , Gail , R , 9 , 01/08/2024 00:00:00 , C, 	(13-MAR-2025 11:27:38)
2,4 , Gail , R , 10 , 21/09/2023 00:00:00 , P3, 	(13-MAR-2025 11:27:38)
2,4 , Gail , R , 10 , 21/09/2023 00:00:00 , P3, 	(13-MAR-2025 11:27:38)	 (Not Inserted)
2,4 , Gail , R , 11 , 21/09/2023 00:00:00 , R, 	(13-MAR-2025 11:27:38)
2,4 , Gail , R , 11 , 21/09/2023 00:00:00 , R, 	(13-MAR-2025 11:27:38)	 (Not Inserted)
2,4 , Gail , R , 12 , 21/09/2023 00:00:00 , R, 	(13-MAR-2025 11:27:38)
2,4 , Gail , R , 12 , 21/09/2023 00:00:00 , R, 	(13-MAR-2025 11:27:38)	 (Not Inserted)
2,4 , Gail , R , 13 , 01/09/2023 00:00:00 , C, 	(13-MAR-2025 11:27:38)
2, , BPL , C , 1 , 09/04/2010 00:00:00 , C, 	(13-MAR-2025 11:27:38)	 (Not Inserted)
2, , BPL , C , 1 , 09/04/2010 00:00:00 , C, 	(13-MAR-2025 11:27:38)	 (Not Inserted)
2,217 , ESL , C , 1 , 26/08/2006 00:00:00 , 0, 	(13-MAR-2025 11:27:38)
2,217 , ESL , C , 2 , 26/08/2006 00:00:00 , 0, 	(13-MAR-2025 11:27:38)
2,217 , ESL , C , 3 , 26/08/2006 00:00:00 , 0, 	(13-MAR-2025 11:27:38)
2,217 , ESL , C , 1 , 26/08/2006 00:00:00 , 0, 	(13-MAR-2025 11:27:38)
2,217 , ESL , C , 2 , 26/08/2006 00:00:00 , 0, 	(13-MAR-2025 11:27:38)
2,217 , ESL , C , 3 , 26/08/2006 00:00:00 , 0, 	(13-MAR-2025 11:27:38)
2,5 , NTPC , C , 1 , 01/02/2024 00:00:00 , P4, 	(13-MAR-2025 11:27:38)
2,5 , NTPC , C , 1 , 01/02/2024 00:00:00 , P4, 	(13-MAR-2025 11:27:38)	 (Not Inserted)
2,5 , NTPC , C , 2 , 20/12/2023 00:00:00 , R, 	(13-MAR-2025 11:27:38)
2,5 , NTPC , C , 2 , 20/12/2023 00:00:00 , P5, 	(13-MAR-2025 11:27:38)
2,5 , NTPC , C , 2 , 20/12/2023 00:00:00 , R, 	(13-MAR-2025 11:27:38)	 (Not Inserted)
2,5 , NTPC , C , 2 , 20/12/2023 00:00:00 , P4, 	(13-MAR-2025 11:27:38)
2,5 , NTPC , C , 2 , 20/12/2023 00:00:00 , P3, 	(13-MAR-2025 11:27:38)
2,5 , NTPC , C , 2 , 20/12/2023 00:00:00 , P2, 	(13-MAR-2025 11:27:38)
2,5 , NTPC , C , 3 , 01/10/2022 00:00:00 , P6, 	(13-MAR-2025 11:27:38)
2,5 , NTPC , C , 4 , 01/11/2023 00:00:00 , B, 	(13-MAR-2025 11:27:38)
2,5 , NTPC , C , 5 , 01/02/2024 00:00:00 , P6, 	(13-MAR-2025 11:27:38)
2,5 , NTPC , C , 5 , 01/02/2024 00:00:00 , P1, 	(13-MAR-2025 11:27:38)
2,5 , NTPC , C , 6 , 01/02/2024 00:00:00 , P6, 	(13-MAR-2025 11:27:38)
2,5 , NTPC , C , 6 , 01/02/2024 00:00:00 , P6, 	(13-MAR-2025 11:27:38)	 (Not Inserted)
2,5 , NTPC , C , 6 , 01/02/2024 00:00:00 , P1, 	(13-MAR-2025 11:27:38)
2,5 , NTPC , C , 7 , 01/02/2024 00:00:00 , P3, 	(13-MAR-2025 11:27:38)
2,5 , NTPC , C , 7 , 01/02/2024 00:00:00 , P3, 	(13-MAR-2025 11:27:38)	 (Not Inserted)
2,5 , NTPC , C , 8 , 01/02/2024 00:00:00 , P2, 	(13-MAR-2025 11:27:38)
2,5 , NTPC , C , 8 , 01/02/2024 00:00:00 , P2, 	(13-MAR-2025 11:27:38)	 (Not Inserted)
2,5 , NTPC , C , 9 , 01/02/2024 00:00:00 , P6, 	(13-MAR-2025 11:27:38)
2,5 , NTPC , C , 9 , 01/02/2024 00:00:00 , P1, 	(13-MAR-2025 11:27:38)
2,5 , NTPC , C , 10 , 01/10/2022 00:00:00 , P5, 	(13-MAR-2025 11:27:38)
2,5 , NTPC , C , 11 , 01/02/2024 00:00:00 , P6, 	(13-MAR-2025 11:27:38)
2,5 , NTPC , C , 11 , 01/02/2024 00:00:00 , P6, 	(13-MAR-2025 11:27:38)	 (Not Inserted)
2,5 , NTPC , C , 12 , 01/02/2024 00:00:00 , P6, 	(13-MAR-2025 11:27:38)
2,5 , NTPC , C , 12 , 01/02/2024 00:00:00 , P1, 	(13-MAR-2025 11:27:38)
2,5 , NTPC , C , 13 , 01/02/2024 00:00:00 , P2, 	(13-MAR-2025 11:27:38)
2,5 , NTPC , C , 13 , 01/02/2024 00:00:00 , P2, 	(13-MAR-2025 11:27:38)	 (Not Inserted)
2,5 , NTPC , C , 14 , 01/02/2024 00:00:00 , P3, 	(13-MAR-2025 11:27:38)
2,5 , NTPC , C , 14 , 01/02/2024 00:00:00 , P3, 	(13-MAR-2025 11:27:38)	 (Not Inserted)
2,5 , NTPC , C , 15 , 01/02/2024 00:00:00 , P4, 	(13-MAR-2025 11:27:38)
2,5 , NTPC , C , 16 , 01/02/2024 00:00:00 , P6, 	(13-MAR-2025 11:27:38)
2,5 , NTPC , C , 16 , 01/02/2024 00:00:00 , P1, 	(13-MAR-2025 11:27:38)
2,5 , NTPC , C , 17 , 01/02/2024 00:00:00 , P6, 	(13-MAR-2025 11:27:38)
2,5 , NTPC , C , 17 , 01/02/2024 00:00:00 , P1, 	(13-MAR-2025 11:27:38)
2,5 , NTPC , C , 18 , 01/02/2024 00:00:00 , P5, 	(13-MAR-2025 11:27:38)
2,5 , NTPC , C , 18 , 01/02/2024 00:00:00 , P5, 	(13-MAR-2025 11:27:38)	 (Not Inserted)
2,5 , NTPC , C , 1 , 01/02/2024 00:00:00 , P4, 	(13-MAR-2025 11:27:38)
2,5 , NTPC , C , 1 , 01/02/2024 00:00:00 , P4, 	(13-MAR-2025 11:27:38)	 (Not Inserted)
2,5 , NTPC , C , 2 , 20/12/2023 00:00:00 , R, 	(13-MAR-2025 11:27:38)
2,5 , NTPC , C , 2 , 20/12/2023 00:00:00 , P5, 	(13-MAR-2025 11:27:38)
