

2,277,C,DS,P,TCS,19/08/2025 15:27:09 ,  	(19-AUG-2025 15:27:09)
2,167,C,S,P,TCS,19/08/2025 15:27:09 ,  	(19-AUG-2025 15:27:09)
2,167,C,CR,P,TCS,19/08/2025 15:27:09 ,  	(19-AUG-2025 15:27:09)
2,167,C,DR,P,TCS,19/08/2025 15:27:09 ,  	(19-AUG-2025 15:27:09)
2,167,C,CCR,P,TCS,19/08/2025 15:27:09 ,  	(19-AUG-2025 15:27:09)
2,167,C,CDR,P,TCS,19/08/2025 15:27:09 ,  	(19-AUG-2025 15:27:09)
2,167,C,DS,P,TCS,19/08/2025 15:27:09 ,  	(19-AUG-2025 15:27:09)
2,122,C,S,P,TCS,19/08/2025 15:27:09 ,  	(19-AUG-2025 15:27:09)
2,122,C,CR,P,TCS,19/08/2025 15:27:09 ,  	(19-AUG-2025 15:27:09)
2,122,C,DR,P,TCS,19/08/2025 15:27:09 ,  	(19-AUG-2025 15:27:09)
2,122,C,CCR,P,TCS,19/08/2025 15:27:09 ,  	(19-AUG-2025 15:27:09)
2,122,C,CDR,P,TCS,19/08/2025 15:27:09 ,  	(19-AUG-2025 15:27:09)
2,122,C,DS,P,TCS,19/08/2025 15:27:09 ,  	(19-AUG-2025 15:27:09)
2,174,C,S,P,TCS,19/08/2025 15:27:09 ,  	(19-AUG-2025 15:27:09)
2,174,C,CR,P,TCS,19/08/2025 15:27:09 ,  	(19-AUG-2025 15:27:09)
2,174,C,DR,P,TCS,19/08/2025 15:27:09 ,  	(19-AUG-2025 15:27:09)
2,174,C,CCR,P,TCS,19/08/2025 15:27:09 ,  	(19-AUG-2025 15:27:09)
2,174,C,CDR,P,TCS,19/08/2025 15:27:09 ,  	(19-AUG-2025 15:27:09)
2,174,C,DS,P,TCS,19/08/2025 15:27:09 ,  	(19-AUG-2025 15:27:09)
2,278,C,S,P,TCS,19/08/2025 15:27:09 ,  	(19-AUG-2025 15:27:09)
2,278,C,CR,P,TCS,19/08/2025 15:27:09 ,  	(19-AUG-2025 15:27:09)
2,278,C,DR,P,TCS,19/08/2025 15:27:09 ,  	(19-AUG-2025 15:27:09)
2,278,C,CCR,P,TCS,19/08/2025 15:27:09 ,  	(19-AUG-2025 15:27:09)
2,278,C,CDR,P,TCS,19/08/2025 15:27:09 ,  	(19-AUG-2025 15:27:09)
2,278,C,DS,P,TCS,19/08/2025 15:27:09 ,  	(19-AUG-2025 15:27:09)
2,181,C,S,P,TCS,19/08/2025 15:27:09 ,  	(19-AUG-2025 15:27:09)
2,181,C,CR,P,TCS,19/08/2025 15:27:09 ,  	(19-AUG-2025 15:27:09)
2,181,C,DR,P,TCS,19/08/2025 15:27:09 ,  	(19-AUG-2025 15:27:09)
2,181,C,CCR,P,TCS,19/08/2025 15:27:09 ,  	(19-AUG-2025 15:27:09)
2,181,C,CDR,P,TCS,19/08/2025 15:27:09 ,  	(19-AUG-2025 15:27:09)
2,181,C,DS,P,TCS,19/08/2025 15:27:09 ,  	(19-AUG-2025 15:27:09)
2,183,C,S,P,TCS,19/08/2025 15:27:09 ,  	(19-AUG-2025 15:27:09)
2,183,C,CR,P,TCS,19/08/2025 15:27:09 ,  	(19-AUG-2025 15:27:09)
2,183,C,DR,P,TCS,19/08/2025 15:27:09 ,  	(19-AUG-2025 15:27:09)
2,183,C,CCR,P,TCS,19/08/2025 15:27:09 ,  	(19-AUG-2025 15:27:09)
2,183,C,CDR,P,TCS,19/08/2025 15:27:09 ,  	(19-AUG-2025 15:27:09)
2,183,C,DS,P,TCS,19/08/2025 15:27:09 ,  	(19-AUG-2025 15:27:09)
2,184,C,S,P,TCS,19/08/2025 15:27:09 ,  	(19-AUG-2025 15:27:09)
2,184,C,CR,P,TCS,19/08/2025 15:27:09 ,  	(19-AUG-2025 15:27:09)
2,184,C,DR,P,TCS,19/08/2025 15:27:09 ,  	(19-AUG-2025 15:27:09)
2,184,C,CCR,P,TCS,19/08/2025 15:27:09 ,  	(19-AUG-2025 15:27:09)
2,184,C,CDR,P,TCS,19/08/2025 15:27:09 ,  	(19-AUG-2025 15:27:09)
2,184,C,DS,P,TCS,19/08/2025 15:27:09 ,  	(19-AUG-2025 15:27:09)
2,123,C,S,P,TCS,19/08/2025 15:27:09 ,  	(19-AUG-2025 15:27:09)
2,123,C,CR,P,TCS,19/08/2025 15:27:09 ,  	(19-AUG-2025 15:27:09)
2,123,C,DR,P,TCS,19/08/2025 15:27:09 ,  	(19-AUG-2025 15:27:09)
2,123,C,CCR,P,TCS,19/08/2025 15:27:09 ,  	(19-AUG-2025 15:27:09)
2,123,C,CDR,P,TCS,19/08/2025 15:27:09 ,  	(19-AUG-2025 15:27:09)
2,123,C,DS,P,TCS,19/08/2025 15:27:09 ,  	(19-AUG-2025 15:27:09)
2,121,C,S,P,TCS,19/08/2025 15:27:09 ,  	(19-AUG-2025 15:27:09)
2,121,C,CR,P,TCS,19/08/2025 15:27:09 ,  	(19-AUG-2025 15:27:09)
2,121,C,DR,P,TCS,19/08/2025 15:27:09 ,  	(19-AUG-2025 15:27:09)
2,121,C,CCR,P,TCS,19/08/2025 15:27:09 ,  	(19-AUG-2025 15:27:09)
2,121,C,CDR,P,TCS,19/08/2025 15:27:09 ,  	(19-AUG-2025 15:27:09)
2,121,C,DS,P,TCS,19/08/2025 15:27:09 ,  	(19-AUG-2025 15:27:09)
2,114,C,S,P,TCS,19/08/2025 15:27:09 ,  	(19-AUG-2025 15:27:09)
2,114,C,CR,P,TCS,19/08/2025 15:27:09 ,  	(19-AUG-2025 15:27:09)
2,114,C,DR,P,TCS,19/08/2025 15:27:09 ,  	(19-AUG-2025 15:27:09)
2,114,C,CCR,P,TCS,19/08/2025 15:27:09 ,  	(19-AUG-2025 15:27:09)
2,114,C,CDR,P,TCS,19/08/2025 15:27:09 ,  	(19-AUG-2025 15:27:09)
2,114,C,DS,P,TCS,19/08/2025 15:27:09 ,  	(19-AUG-2025 15:27:09)
2,119,C,S,P,TCS,19/08/2025 15:27:09 ,  	(19-AUG-2025 15:27:09)
2,119,C,CR,P,TCS,19/08/2025 15:27:09 ,  	(19-AUG-2025 15:27:09)
2,119,C,DR,P,TCS,19/08/2025 15:27:09 ,  	(19-AUG-2025 15:27:09)
2,119,C,CCR,P,TCS,19/08/2025 15:27:09 ,  	(19-AUG-2025 15:27:09)
2,119,C,CDR,P,TCS,19/08/2025 15:27:09 ,  	(19-AUG-2025 15:27:09)
2,119,C,DS,P,TCS,19/08/2025 15:27:09 ,  	(19-AUG-2025 15:27:09)
2,118,C,S,P,TCS,19/08/2025 15:27:09 ,  	(19-AUG-2025 15:27:09)
2,118,C,CR,P,TCS,19/08/2025 15:27:09 ,  	(19-AUG-2025 15:27:09)
2,118,C,DR,P,TCS,19/08/2025 15:27:09 ,  	(19-AUG-2025 15:27:09)
2,118,C,CCR,P,TCS,19/08/2025 15:27:09 ,  	(19-AUG-2025 15:27:09)
2,118,C,CDR,P,TCS,19/08/2025 15:27:09 ,  	(19-AUG-2025 15:27:09)
2,118,C,DS,P,TCS,19/08/2025 15:27:09 ,  	(19-AUG-2025 15:27:09)
2,130,C,S,P,TCS,19/08/2025 15:27:09 ,  	(19-AUG-2025 15:27:09)
2,130,C,CR,P,TCS,19/08/2025 15:27:09 ,  	(19-AUG-2025 15:27:09)
2,130,C,DR,P,TCS,19/08/2025 15:27:09 ,  	(19-AUG-2025 15:27:09)
2,130,C,CCR,P,TCS,19/08/2025 15:27:09 ,  	(19-AUG-2025 15:27:09)
2,130,C,CDR,P,TCS,19/08/2025 15:27:09 ,  	(19-AUG-2025 15:27:09)
2,130,C,DS,P,TCS,19/08/2025 15:27:09 ,  	(19-AUG-2025 15:27:09)
2,281,C,S,P,TCS,19/08/2025 15:27:09 ,  	(19-AUG-2025 15:27:09)
2,281,C,CR,P,TCS,19/08/2025 15:27:09 ,  	(19-AUG-2025 15:27:09)
2,281,C,DR,P,TCS,19/08/2025 15:27:09 ,  	(19-AUG-2025 15:27:09)
2,281,C,CCR,P,TCS,19/08/2025 15:27:09 ,  	(19-AUG-2025 15:27:09)
2,281,C,CDR,P,TCS,19/08/2025 15:27:09 ,  	(19-AUG-2025 15:27:09)
2,281,C,DS,P,TCS,19/08/2025 15:27:09 ,  	(19-AUG-2025 15:27:09)
2,3,C,S,P,TCS,19/08/2025 15:27:09 ,  	(19-AUG-2025 15:27:09)
2,3,C,CR,P,TCS,19/08/2025 15:27:09 ,  	(19-AUG-2025 15:27:09)
2,3,C,DR,P,TCS,19/08/2025 15:27:09 ,  	(19-AUG-2025 15:27:09)
2,3,C,CCR,P,TCS,19/08/2025 15:27:09 ,  	(19-AUG-2025 15:27:09)
2,3,C,CDR,P,TCS,19/08/2025 15:27:09 ,  	(19-AUG-2025 15:27:09)
2,3,C,DS,P,TCS,19/08/2025 15:27:09 ,  	(19-AUG-2025 15:27:09)
2,4,C,S,P,TCS,19/08/2025 15:27:09 ,  	(19-AUG-2025 15:27:09)
2,4,C,CR,P,TCS,19/08/2025 15:27:09 ,  	(19-AUG-2025 15:27:09)
2,4,C,DR,P,TCS,19/08/2025 15:27:09 ,  	(19-AUG-2025 15:27:09)
2,4,C,CCR,P,TCS,19/08/2025 15:27:09 ,  	(19-AUG-2025 15:27:09)
2,4,C,CDR,P,TCS,19/08/2025 15:27:09 ,  	(19-AUG-2025 15:27:09)
2,4,C,DS,P,TCS,19/08/2025 15:27:09 ,  	(19-AUG-2025 15:27:09)
2,217,C,S,P,TCS,19/08/2025 15:27:09 ,  	(19-AUG-2025 15:27:09)
2,217,C,CR,P,TCS,19/08/2025 15:27:09 ,  	(19-AUG-2025 15:27:09)
2,217,C,DR,P,TCS,19/08/2025 15:27:09 ,  	(19-AUG-2025 15:27:09)
2,217,C,CCR,P,TCS,19/08/2025 15:27:09 ,  	(19-AUG-2025 15:27:09)
2,217,C,CDR,P,TCS,19/08/2025 15:27:09 ,  	(19-AUG-2025 15:27:09)
2,217,C,DS,P,TCS,19/08/2025 15:27:09 ,  	(19-AUG-2025 15:27:09)
2,5,C,S,P,TCS,19/08/2025 15:27:09 ,  	(19-AUG-2025 15:27:09)
2,5,C,CR,P,TCS,19/08/2025 15:27:09 ,  	(19-AUG-2025 15:27:09)
2,5,C,DR,P,TCS,19/08/2025 15:27:09 ,  	(19-AUG-2025 15:27:09)
2,5,C,CCR,P,TCS,19/08/2025 15:27:09 ,  	(19-AUG-2025 15:27:09)
2,5,C,CDR,P,TCS,19/08/2025 15:27:09 ,  	(19-AUG-2025 15:27:09)
2,5,C,DS,P,TCS,19/08/2025 15:27:09 ,  	(19-AUG-2025 15:27:09)
2,6,C,S,P,TCS,19/08/2025 15:27:09 ,  	(19-AUG-2025 15:27:09)
2,6,C,CR,P,TCS,19/08/2025 15:27:09 ,  	(19-AUG-2025 15:27:09)
2,6,C,DR,P,TCS,19/08/2025 15:27:09 ,  	(19-AUG-2025 15:27:09)
2,6,C,CCR,P,TCS,19/08/2025 15:27:09 ,  	(19-AUG-2025 15:27:09)
2,6,C,CDR,P,TCS,19/08/2025 15:27:09 ,  	(19-AUG-2025 15:27:09)
2,6,C,DS,P,TCS,19/08/2025 15:27:09 ,  	(19-AUG-2025 15:27:09)
2,7,C,S,P,TCS,19/08/2025 15:27:09 ,  	(19-AUG-2025 15:27:09)
2,7,C,CR,P,TCS,19/08/2025 15:27:09 ,  	(19-AUG-2025 15:27:09)
2,7,C,DR,P,TCS,19/08/2025 15:27:09 ,  	(19-AUG-2025 15:27:09)
2,7,C,CCR,P,TCS,19/08/2025 15:27:09 ,  	(19-AUG-2025 15:27:09)
2,7,C,CDR,P,TCS,19/08/2025 15:27:09 ,  	(19-AUG-2025 15:27:09)
2,7,C,DS,P,TCS,19/08/2025 15:27:09 ,  	(19-AUG-2025 15:27:09)
2,8,C,S,P,TCS,19/08/2025 15:27:09 ,  	(19-AUG-2025 15:27:09)
2,8,C,CR,P,TCS,19/08/2025 15:27:09 ,  	(19-AUG-2025 15:27:09)
2,8,C,DR,P,TCS,19/08/2025 15:27:09 ,  	(19-AUG-2025 15:27:09)
2,8,C,CCR,P,TCS,19/08/2025 15:27:09 ,  	(19-AUG-2025 15:27:09)
2,8,C,CDR,P,TCS,19/08/2025 15:27:09 ,  	(19-AUG-2025 15:27:09)
2,8,C,DS,P,TCS,19/08/2025 15:27:09 ,  	(19-AUG-2025 15:27:09)
2,218,C,S,P,TCS,19/08/2025 15:27:09 ,  	(19-AUG-2025 15:27:09)
2,218,C,CR,P,TCS,19/08/2025 15:27:09 ,  	(19-AUG-2025 15:27:09)
2,218,C,DR,P,TCS,19/08/2025 15:27:09 ,  	(19-AUG-2025 15:27:09)
2,218,C,CCR,P,TCS,19/08/2025 15:27:09 ,  	(19-AUG-2025 15:27:09)
2,218,C,CDR,P,TCS,19/08/2025 15:27:09 ,  	(19-AUG-2025 15:27:09)
2,218,C,DS,P,TCS,19/08/2025 15:27:09 ,  	(19-AUG-2025 15:27:09)
2,32,C,S,P,TCS,19/08/2025 15:27:09 ,  	(19-AUG-2025 15:27:09)
2,32,C,CR,P,TCS,19/08/2025 15:27:09 ,  	(19-AUG-2025 15:27:09)
2,32,C,DR,P,TCS,19/08/2025 15:27:09 ,  	(19-AUG-2025 15:27:09)
2,32,C,CCR,P,TCS,19/08/2025 15:27:09 ,  	(19-AUG-2025 15:27:09)
2,32,C,CDR,P,TCS,19/08/2025 15:27:09 ,  	(19-AUG-2025 15:27:09)
2,32,C,DS,P,TCS,19/08/2025 15:27:09 ,  	(19-AUG-2025 15:27:09)
2,242,C,S,P,TCS,19/08/2025 15:27:09 ,  	(19-AUG-2025 15:27:09)
2,242,C,CR,P,TCS,19/08/2025 15:27:09 ,  	(19-AUG-2025 15:27:09)
2,242,C,DR,P,TCS,19/08/2025 15:27:09 ,  	(19-AUG-2025 15:27:09)
2,242,C,CCR,P,TCS,19/08/2025 15:27:09 ,  	(19-AUG-2025 15:27:09)
2,242,C,CDR,P,TCS,19/08/2025 15:27:09 ,  	(19-AUG-2025 15:27:09)
2,242,C,DS,P,TCS,19/08/2025 15:27:09 ,  	(19-AUG-2025 15:27:09)
2,249,C,S,P,TCS,19/08/2025 15:27:09 ,  	(19-AUG-2025 15:27:09)
2,249,C,CR,P,TCS,19/08/2025 15:27:09 ,  	(19-AUG-2025 15:27:09)
2,249,C,DR,P,TCS,19/08/2025 15:27:09 ,  	(19-AUG-2025 15:27:09)
2,249,C,CCR,P,TCS,19/08/2025 15:27:09 ,  	(19-AUG-2025 15:27:09)
2,249,C,CDR,P,TCS,19/08/2025 15:27:09 ,  	(19-AUG-2025 15:27:09)
2,249,C,DS,P,TCS,19/08/2025 15:27:09 ,  	(19-AUG-2025 15:27:09)
2,9,C,S,P,TCS,19/08/2025 15:27:09 ,  	(19-AUG-2025 15:27:09)
2,9,C,CR,P,TCS,19/08/2025 15:27:09 ,  	(19-AUG-2025 15:27:09)
2,9,C,DR,P,TCS,19/08/2025 15:27:09 ,  	(19-AUG-2025 15:27:09)
2,9,C,CCR,P,TCS,19/08/2025 15:27:09 ,  	(19-AUG-2025 15:27:09)
2,9,C,CDR,P,TCS,19/08/2025 15:27:09 ,  	(19-AUG-2025 15:27:09)
2,9,C,DS,P,TCS,19/08/2025 15:27:09 ,  	(19-AUG-2025 15:27:09)
2,225,C,S,P,TCS,19/08/2025 15:27:09 ,  	(19-AUG-2025 15:27:09)
2,225,C,CR,P,TCS,19/08/2025 15:27:09 ,  	(19-AUG-2025 15:27:09)
2,225,C,DR,P,TCS,19/08/2025 15:27:09 ,  	(19-AUG-2025 15:27:09)
2,225,C,CCR,P,TCS,19/08/2025 15:27:09 ,  	(19-AUG-2025 15:27:09)
2,225,C,CDR,P,TCS,19/08/2025 15:27:09 ,  	(19-AUG-2025 15:27:09)
2,225,C,DS,P,TCS,19/08/2025 15:27:09 ,  	(19-AUG-2025 15:27:09)
2,10,C,S,P,TCS,19/08/2025 15:27:09 ,  	(19-AUG-2025 15:27:09)
2,10,C,CR,P,TCS,19/08/2025 15:27:09 ,  	(19-AUG-2025 15:27:09)
2,10,C,DR,P,TCS,19/08/2025 15:27:09 ,  	(19-AUG-2025 15:27:09)
2,10,C,CCR,P,TCS,19/08/2025 15:27:09 ,  	(19-AUG-2025 15:27:09)
2,10,C,CDR,P,TCS,19/08/2025 15:27:09 ,  	(19-AUG-2025 15:27:09)
2,10,C,DS,P,TCS,19/08/2025 15:27:09 ,  	(19-AUG-2025 15:27:09)
2,11,C,S,P,TCS,19/08/2025 15:27:09 ,  	(19-AUG-2025 15:27:09)
2,11,C,CR,P,TCS,19/08/2025 15:27:09 ,  	(19-AUG-2025 15:27:09)
2,11,C,DR,P,TCS,19/08/2025 15:27:09 ,  	(19-AUG-2025 15:27:09)
2,11,C,CCR,P,TCS,19/08/2025 15:27:09 ,  	(19-AUG-2025 15:27:09)
2,11,C,CDR,P,TCS,19/08/2025 15:27:09 ,  	(19-AUG-2025 15:27:09)
2,11,C,DS,P,TCS,19/08/2025 15:27:09 ,  	(19-AUG-2025 15:27:09)
2,280,C,S,P,TCS,19/08/2025 15:27:09 ,  	(19-AUG-2025 15:27:09)
2,280,C,CR,P,TCS,19/08/2025 15:27:09 ,  	(19-AUG-2025 15:27:09)
2,280,C,DR,P,TCS,19/08/2025 15:27:09 ,  	(19-AUG-2025 15:27:09)
2,280,C,CCR,P,TCS,19/08/2025 15:27:09 ,  	(19-AUG-2025 15:27:09)
2,280,C,CDR,P,TCS,19/08/2025 15:27:09 ,  	(19-AUG-2025 15:27:09)
2,280,C,DS,P,TCS,19/08/2025 15:27:09 ,  	(19-AUG-2025 15:27:09)
2,12,C,S,P,TCS,19/08/2025 15:27:09 ,  	(19-AUG-2025 15:27:09)
2,12,C,CR,P,TCS,19/08/2025 15:27:09 ,  	(19-AUG-2025 15:27:09)
2,12,C,DR,P,TCS,19/08/2025 15:27:09 ,  	(19-AUG-2025 15:27:09)
2,12,C,CCR,P,TCS,19/08/2025 15:27:09 ,  	(19-AUG-2025 15:27:09)
2,12,C,CDR,P,TCS,19/08/2025 15:27:09 ,  	(19-AUG-2025 15:27:09)
2,12,C,DS,P,TCS,19/08/2025 15:27:09 ,  	(19-AUG-2025 15:27:09)
2,13,C,S,P,TCS,19/08/2025 15:27:09 ,  	(19-AUG-2025 15:27:09)
2,13,C,CR,P,TCS,19/08/2025 15:27:09 ,  	(19-AUG-2025 15:27:09)
2,13,C,DR,P,TCS,19/08/2025 15:27:09 ,  	(19-AUG-2025 15:27:09)
2,13,C,CCR,P,TCS,19/08/2025 15:27:09 ,  	(19-AUG-2025 15:27:09)
2,13,C,CDR,P,TCS,19/08/2025 15:27:09 ,  	(19-AUG-2025 15:27:09)
2,13,C,DS,P,TCS,19/08/2025 15:27:09 ,  	(19-AUG-2025 15:27:09)
2,14,C,S,P,TCS,19/08/2025 15:27:09 ,  	(19-AUG-2025 15:27:09)
2,14,C,CR,P,TCS,19/08/2025 15:27:09 ,  	(19-AUG-2025 15:27:09)
2,14,C,DR,P,TCS,19/08/2025 15:27:09 ,  	(19-AUG-2025 15:27:09)
2,14,C,CCR,P,TCS,19/08/2025 15:27:09 ,  	(19-AUG-2025 15:27:09)
2,14,C,CDR,P,TCS,19/08/2025 15:27:09 ,  	(19-AUG-2025 15:27:09)
2,14,C,DS,P,TCS,19/08/2025 15:27:09 ,  	(19-AUG-2025 15:27:09)
2,269,C,S,P,TCS,19/08/2025 15:27:09 ,  	(19-AUG-2025 15:27:09)
2,269,C,CR,P,TCS,19/08/2025 15:27:09 ,  	(19-AUG-2025 15:27:09)
2,269,C,DR,P,TCS,19/08/2025 15:27:09 ,  	(19-AUG-2025 15:27:09)
2,269,C,CCR,P,TCS,19/08/2025 15:27:09 ,  	(19-AUG-2025 15:27:09)
2,269,C,CDR,P,TCS,19/08/2025 15:27:09 ,  	(19-AUG-2025 15:27:09)
2,269,C,DS,P,TCS,19/08/2025 15:27:09 ,  	(19-AUG-2025 15:27:09)
2,15,C,S,P,TCS,19/08/2025 15:27:09 ,  	(19-AUG-2025 15:27:09)
2,15,C,CR,P,TCS,19/08/2025 15:27:09 ,  	(19-AUG-2025 15:27:09)
2,15,C,DR,P,TCS,19/08/2025 15:27:09 ,  	(19-AUG-2025 15:27:09)
2,15,C,CCR,P,TCS,19/08/2025 15:27:09 ,  	(19-AUG-2025 15:27:09)
2,15,C,CDR,P,TCS,19/08/2025 15:27:09 ,  	(19-AUG-2025 15:27:09)
2,15,C,DS,P,TCS,19/08/2025 15:27:09 ,  	(19-AUG-2025 15:27:09)
2,16,C,S,P,TCS,19/08/2025 15:27:09 ,  	(19-AUG-2025 15:27:09)
2,16,C,CR,P,TCS,19/08/2025 15:27:09 ,  	(19-AUG-2025 15:27:09)
2,16,C,DR,P,TCS,19/08/2025 15:27:09 ,  	(19-AUG-2025 15:27:09)
2,16,C,CCR,P,TCS,19/08/2025 15:27:09 ,  	(19-AUG-2025 15:27:09)
2,16,C,CDR,P,TCS,19/08/2025 15:27:09 ,  	(19-AUG-2025 15:27:09)
2,16,C,DS,P,TCS,19/08/2025 15:27:09 ,  	(19-AUG-2025 15:27:09)
2,17,C,S,P,TCS,19/08/2025 15:27:09 ,  	(19-AUG-2025 15:27:09)
2,17,C,CR,P,TCS,19/08/2025 15:27:09 ,  	(19-AUG-2025 15:27:09)
2,17,C,DR,P,TCS,19/08/2025 15:27:09 ,  	(19-AUG-2025 15:27:09)
2,17,C,CCR,P,TCS,19/08/2025 15:27:09 ,  	(19-AUG-2025 15:27:09)
2,17,C,CDR,P,TCS,19/08/2025 15:27:09 ,  	(19-AUG-2025 15:27:09)
2,17,C,DS,P,TCS,19/08/2025 15:27:09 ,  	(19-AUG-2025 15:27:09)
2,18,C,S,P,TCS,19/08/2025 15:27:09 ,  	(19-AUG-2025 15:27:09)
2,18,C,CR,P,TCS,19/08/2025 15:27:09 ,  	(19-AUG-2025 15:27:09)
2,18,C,DR,P,TCS,19/08/2025 15:27:09 ,  	(19-AUG-2025 15:27:09)
2,18,C,CCR,P,TCS,19/08/2025 15:27:09 ,  	(19-AUG-2025 15:27:09)
2,18,C,CDR,P,TCS,19/08/2025 15:27:09 ,  	(19-AUG-2025 15:27:09)
2,18,C,DS,P,TCS,19/08/2025 15:27:09 ,  	(19-AUG-2025 15:27:09)
2,228,C,S,P,TCS,19/08/2025 15:27:09 ,  	(19-AUG-2025 15:27:09)
2,228,C,CR,P,TCS,19/08/2025 15:27:09 ,  	(19-AUG-2025 15:27:09)
2,228,C,DR,P,TCS,19/08/2025 15:27:09 ,  	(19-AUG-2025 15:27:09)
2,228,C,CCR,P,TCS,19/08/2025 15:27:09 ,  	(19-AUG-2025 15:27:09)
2,228,C,CDR,P,TCS,19/08/2025 15:27:09 ,  	(19-AUG-2025 15:27:09)
2,228,C,DS,P,TCS,19/08/2025 15:27:09 ,  	(19-AUG-2025 15:27:09)
2,160,C,S,P,TCS,19/08/2025 15:27:09 ,  	(19-AUG-2025 15:27:09)
2,160,C,CR,P,TCS,19/08/2025 15:27:09 ,  	(19-AUG-2025 15:27:09)
2,160,C,DR,P,TCS,19/08/2025 15:27:09 ,  	(19-AUG-2025 15:27:09)
2,160,C,CCR,P,TCS,19/08/2025 15:27:09 ,  	(19-AUG-2025 15:27:09)
2,160,C,CDR,P,TCS,19/08/2025 15:27:09 ,  	(19-AUG-2025 15:27:09)
2,160,C,DS,P,TCS,19/08/2025 15:27:09 ,  	(19-AUG-2025 15:27:09)
2,19,C,S,P,TCS,19/08/2025 15:27:09 ,  	(19-AUG-2025 15:27:09)
2,19,C,CR,P,TCS,19/08/2025 15:27:09 ,  	(19-AUG-2025 15:27:09)
2,19,C,DR,P,TCS,19/08/2025 15:27:09 ,  	(19-AUG-2025 15:27:09)
2,19,C,CCR,P,TCS,19/08/2025 15:27:09 ,  	(19-AUG-2025 15:27:09)
2,19,C,CDR,P,TCS,19/08/2025 15:27:09 ,  	(19-AUG-2025 15:27:09)
2,19,C,DS,P,TCS,19/08/2025 15:27:09 ,  	(19-AUG-2025 15:27:09)
2,20,C,S,P,TCS,19/08/2025 15:27:09 ,  	(19-AUG-2025 15:27:09)
2,20,C,CR,P,TCS,19/08/2025 15:27:09 ,  	(19-AUG-2025 15:27:09)
2,20,C,DR,P,TCS,19/08/2025 15:27:09 ,  	(19-AUG-2025 15:27:09)
2,20,C,CCR,P,TCS,19/08/2025 15:27:09 ,  	(19-AUG-2025 15:27:09)
2,20,C,CDR,P,TCS,19/08/2025 15:27:09 ,  	(19-AUG-2025 15:27:09)
2,20,C,DS,P,TCS,19/08/2025 15:27:09 ,  	(19-AUG-2025 15:27:09)
2,154,C,S,P,TCS,19/08/2025 15:27:09 ,  	(19-AUG-2025 15:27:09)
2,154,C,CR,P,TCS,19/08/2025 15:27:09 ,  	(19-AUG-2025 15:27:09)
2,154,C,DR,P,TCS,19/08/2025 15:27:09 ,  	(19-AUG-2025 15:27:09)
2,154,C,CCR,P,TCS,19/08/2025 15:27:09 ,  	(19-AUG-2025 15:27:09)
2,154,C,CDR,P,TCS,19/08/2025 15:27:09 ,  	(19-AUG-2025 15:27:09)
2,154,C,DS,P,TCS,19/08/2025 15:27:09 ,  	(19-AUG-2025 15:27:09)
2,21,C,S,P,TCS,19/08/2025 15:27:09 ,  	(19-AUG-2025 15:27:09)
2,21,C,CR,P,TCS,19/08/2025 15:27:09 ,  	(19-AUG-2025 15:27:09)
2,21,C,DR,P,TCS,19/08/2025 15:27:09 ,  	(19-AUG-2025 15:27:09)
2,21,C,CCR,P,TCS,19/08/2025 15:27:09 ,  	(19-AUG-2025 15:27:09)
2,21,C,CDR,P,TCS,19/08/2025 15:27:09 ,  	(19-AUG-2025 15:27:09)
2,21,C,DS,P,TCS,19/08/2025 15:27:09 ,  	(19-AUG-2025 15:27:09)
2,22,C,S,P,TCS,19/08/2025 15:27:09 ,  	(19-AUG-2025 15:27:09)
2,22,C,CR,P,TCS,19/08/2025 15:27:09 ,  	(19-AUG-2025 15:27:09)
2,22,C,DR,P,TCS,19/08/2025 15:27:09 ,  	(19-AUG-2025 15:27:09)
2,22,C,CCR,P,TCS,19/08/2025 15:27:09 ,  	(19-AUG-2025 15:27:09)
2,22,C,CDR,P,TCS,19/08/2025 15:27:09 ,  	(19-AUG-2025 15:27:09)
2,22,C,DS,P,TCS,19/08/2025 15:27:09 ,  	(19-AUG-2025 15:27:09)
2,23,C,S,P,TCS,19/08/2025 15:27:09 ,  	(19-AUG-2025 15:27:09)
2,23,C,CR,P,TCS,19/08/2025 15:27:09 ,  	(19-AUG-2025 15:27:09)
2,23,C,DR,P,TCS,19/08/2025 15:27:09 ,  	(19-AUG-2025 15:27:09)
2,23,C,CCR,P,TCS,19/08/2025 15:27:09 ,  	(19-AUG-2025 15:27:09)
2,23,C,CDR,P,TCS,19/08/2025 15:27:09 ,  	(19-AUG-2025 15:27:09)
2,23,C,DS,P,TCS,19/08/2025 15:27:09 ,  	(19-AUG-2025 15:27:09)
2,24,C,S,P,TCS,19/08/2025 15:27:09 ,  	(19-AUG-2025 15:27:09)
2,24,C,CR,P,TCS,19/08/2025 15:27:09 ,  	(19-AUG-2025 15:27:09)
2,24,C,DR,P,TCS,19/08/2025 15:27:09 ,  	(19-AUG-2025 15:27:09)
2,24,C,CCR,P,TCS,19/08/2025 15:27:09 ,  	(19-AUG-2025 15:27:09)
2,24,C,CDR,P,TCS,19/08/2025 15:27:09 ,  	(19-AUG-2025 15:27:09)
2,24,C,DS,P,TCS,19/08/2025 15:27:09 ,  	(19-AUG-2025 15:27:09)
2,25,C,S,P,TCS,19/08/2025 15:27:09 ,  	(19-AUG-2025 15:27:09)
