

<<START>>,<<FMS_PUR_SG_INV_MST>>,,,,,,,,,,,,,,,,,, 	(19-MAY-2025 12:03:07)
 
COMPANY_CD, COUNTERPARTY_CD, AGMT_NO, AGMT_REV, CONT_NO, CONT_REV, CONTRACT_TYPE, PLANT_SEQ, BU_UNIT, FREQ, PERIOD_START_DT, PERIOD_END_DT, INVOICE_SEQ, FINANCIAL_YEAR, INV_FLAG,CONTACT_PERSON_CD,BU_CONTACT_PERSON_CD,INVOICE_NO,SALE_PRICE,TIMESTAMP
2,270, 1, 0, 710001,0, N, 1, 1,10,16/05/2005 00:00:00, 17/05/2005 00:00:00, 1, 2005-2006,P,1,1,T0008086,5.2356, 	(19-MAY-2025 12:03:07)
2,270, 1, 0, 710001,0, N, 1, 1,10,16/05/2005 00:00:00, 17/05/2005 00:00:00, 1, 2005-2006,PF,1,1,T0008086,5.2356, 	(19-MAY-2025 12:03:07)
2,270, 1, 0, 710001,0, N, 1, 1,10,16/05/2005 00:00:00, 17/05/2005 00:00:00, 1, 2005-2006,F,1,1,T0008259,5.2356, 	(19-MAY-2025 12:03:07)
**********AutomationEMS Error  (19-MAY-2025 12:03:07) **********
java.sql.SQLSyntaxErrorException: ORA-00904: "TAX_STRUCT_DT": invalid identifier


com.etrm.fms.migration.Purchase_SEIPL_Data_Reader.FMS_PUR_SG_INV_MST(Purchase_SEIPL_Data_Reader.java:9095)
com.etrm.fms.migration.Purchase_SEIPL_Data_Reader.init(Purchase_SEIPL_Data_Reader.java:224)
**************************************************

<<FUNCTION FMS_PUR_SG_INV_MST() ENDED WITH ERRORS>>


<<START>>,<<FMS_PUR_SG_INV_MST_PURCHASE>>,,,,,, 	(19-MAY-2025 12:03:07)
 
COMPANY_CD, COUNTERPARTY_CD, AGMT_NO, AGMT_REV, CONT_NO, CONT_REV, CONTRACT_TYPE, PLANT_SEQ, BU_UNIT, FREQ, PERIOD_START_DT, PERIOD_END_DT, FINANCIAL_YEAR, INV_FLAG,TIMESTAMP
2,14, 0, 0,823077, 1,I,1,1,2,16/08/2023 00:00:00, 31/08/2023 00:00:00,2023-2024,F, 	(19-MAY-2025 12:03:07)
2,0, , ,, ,D,1,1,1,01/06/2024 00:00:00, 15/06/2024 00:00:00,2024-2025,F, 	(19-MAY-2025 12:03:08)	 (Not Inserted)
2,0, , ,, ,D,2,1,1,01/06/2024 00:00:00, 15/06/2024 00:00:00,2024-2025,F, 	(19-MAY-2025 12:03:08)	 (Not Inserted)
2,0, , ,, ,D,1,1,1,01/06/2024 00:00:00, 15/06/2024 00:00:00,2024-2025,F, 	(19-MAY-2025 12:03:08)	 (Not Inserted)
2,0, , ,, ,D,2,1,1,01/06/2024 00:00:00, 15/06/2024 00:00:00,2024-2025,F, 	(19-MAY-2025 12:03:08)	 (Not Inserted)
2,0, , ,, ,D,1,1,2,16/06/2024 00:00:00, 30/06/2024 00:00:00,2024-2025,F, 	(19-MAY-2025 12:03:08)	 (Not Inserted)
2,0, , ,, ,D,2,1,2,16/06/2024 00:00:00, 30/06/2024 00:00:00,2024-2025,F, 	(19-MAY-2025 12:03:08)	 (Not Inserted)
2,0, , ,, ,D,1,1,2,16/06/2024 00:00:00, 30/06/2024 00:00:00,2024-2025,F, 	(19-MAY-2025 12:03:08)	 (Not Inserted)
2,0, , ,, ,D,2,1,2,16/06/2024 00:00:00, 30/06/2024 00:00:00,2024-2025,F, 	(19-MAY-2025 12:03:08)	 (Not Inserted)
2,0, , ,, ,D,1,1,1,01/07/2024 00:00:00, 15/07/2024 00:00:00,2024-2025,F, 	(19-MAY-2025 12:03:08)	 (Not Inserted)
2,0, , ,, ,D,1,1,1,01/07/2024 00:00:00, 15/07/2024 00:00:00,2024-2025,F, 	(19-MAY-2025 12:03:08)	 (Not Inserted)
2,0, , ,, ,D,1,1,2,16/07/2024 00:00:00, 31/07/2024 00:00:00,2024-2025,F, 	(19-MAY-2025 12:03:08)	 (Not Inserted)
2,0, , ,, ,D,1,1,2,16/07/2024 00:00:00, 31/07/2024 00:00:00,2024-2025,F, 	(19-MAY-2025 12:03:08)	 (Not Inserted)
2,0, , ,, ,D,1,1,1,01/08/2024 00:00:00, 15/08/2024 00:00:00,2024-2025,F, 	(19-MAY-2025 12:03:08)	 (Not Inserted)
2,0, , ,, ,D,2,1,1,01/08/2024 00:00:00, 15/08/2024 00:00:00,2024-2025,F, 	(19-MAY-2025 12:03:08)	 (Not Inserted)
2,0, , ,, ,D,1,1,1,01/08/2024 00:00:00, 15/08/2024 00:00:00,2024-2025,F, 	(19-MAY-2025 12:03:08)	 (Not Inserted)
2,0, , ,, ,D,2,1,1,01/08/2024 00:00:00, 15/08/2024 00:00:00,2024-2025,F, 	(19-MAY-2025 12:03:08)	 (Not Inserted)
2,0, , ,, ,D,1,1,2,16/08/2024 00:00:00, 31/08/2024 00:00:00,2024-2025,F, 	(19-MAY-2025 12:03:08)	 (Not Inserted)
2,0, , ,, ,D,1,1,2,16/08/2024 00:00:00, 31/08/2024 00:00:00,2024-2025,F, 	(19-MAY-2025 12:03:08)	 (Not Inserted)
2,0, , ,, ,D,1,1,1,01/09/2024 00:00:00, 15/09/2024 00:00:00,2024-2025,F, 	(19-MAY-2025 12:03:08)	 (Not Inserted)
2,0, , ,, ,D,3,2,1,01/09/2024 00:00:00, 15/09/2024 00:00:00,2024-2025,F, 	(19-MAY-2025 12:03:08)	 (Not Inserted)
2,0, , ,, ,D,1,1,1,01/09/2024 00:00:00, 15/09/2024 00:00:00,2024-2025,F, 	(19-MAY-2025 12:03:08)	 (Not Inserted)
2,0, , ,, ,D,3,2,1,01/09/2024 00:00:00, 15/09/2024 00:00:00,2024-2025,F, 	(19-MAY-2025 12:03:08)	 (Not Inserted)
2,0, , ,, ,D,1,1,2,16/09/2024 00:00:00, 30/09/2024 00:00:00,2024-2025,F, 	(19-MAY-2025 12:03:08)	 (Not Inserted)
2,0, , ,, ,D,3,2,2,16/09/2024 00:00:00, 30/09/2024 00:00:00,2024-2025,F, 	(19-MAY-2025 12:03:08)	 (Not Inserted)
2,0, , ,, ,D,1,1,2,16/09/2024 00:00:00, 30/09/2024 00:00:00,2024-2025,F, 	(19-MAY-2025 12:03:08)	 (Not Inserted)
2,0, , ,, ,D,3,2,2,16/09/2024 00:00:00, 30/09/2024 00:00:00,2024-2025,F, 	(19-MAY-2025 12:03:08)	 (Not Inserted)
2,0, , ,, ,D,1,1,1,01/10/2024 00:00:00, 15/10/2024 00:00:00,2024-2025,F, 	(19-MAY-2025 12:03:08)	 (Not Inserted)
2,0, , ,, ,D,2,1,1,01/10/2024 00:00:00, 15/10/2024 00:00:00,2024-2025,F, 	(19-MAY-2025 12:03:08)	 (Not Inserted)
2,0, , ,, ,D,3,2,1,01/10/2024 00:00:00, 15/10/2024 00:00:00,2024-2025,F, 	(19-MAY-2025 12:03:08)	 (Not Inserted)
2,0, , ,, ,D,1,1,1,01/10/2024 00:00:00, 15/10/2024 00:00:00,2024-2025,F, 	(19-MAY-2025 12:03:08)	 (Not Inserted)
2,0, , ,, ,D,2,1,1,01/10/2024 00:00:00, 15/10/2024 00:00:00,2024-2025,F, 	(19-MAY-2025 12:03:08)	 (Not Inserted)
2,0, , ,, ,D,3,2,1,01/10/2024 00:00:00, 15/10/2024 00:00:00,2024-2025,F, 	(19-MAY-2025 12:03:08)	 (Not Inserted)
2,0, , ,, ,D,1,1,2,16/10/2024 00:00:00, 31/10/2024 00:00:00,2024-2025,F, 	(19-MAY-2025 12:03:08)	 (Not Inserted)
2,0, , ,, ,D,2,1,2,16/10/2024 00:00:00, 31/10/2024 00:00:00,2024-2025,F, 	(19-MAY-2025 12:03:08)	 (Not Inserted)
2,0, , ,, ,D,3,2,2,16/10/2024 00:00:00, 31/10/2024 00:00:00,2024-2025,F, 	(19-MAY-2025 12:03:08)	 (Not Inserted)
2,0, , ,, ,D,1,1,2,16/10/2024 00:00:00, 31/10/2024 00:00:00,2024-2025,F, 	(19-MAY-2025 12:03:08)	 (Not Inserted)
2,0, , ,, ,D,2,1,2,16/10/2024 00:00:00, 31/10/2024 00:00:00,2024-2025,F, 	(19-MAY-2025 12:03:08)	 (Not Inserted)
2,0, , ,, ,D,3,2,2,16/10/2024 00:00:00, 31/10/2024 00:00:00,2024-2025,F, 	(19-MAY-2025 12:03:08)	 (Not Inserted)
2,0, , ,, ,D,1,1,1,01/11/2024 00:00:00, 15/11/2024 00:00:00,2024-2025,F, 	(19-MAY-2025 12:03:08)	 (Not Inserted)
2,0, , ,, ,D,3,2,1,01/11/2024 00:00:00, 15/11/2024 00:00:00,2024-2025,F, 	(19-MAY-2025 12:03:08)	 (Not Inserted)
2,0, , ,, ,D,1,1,1,01/11/2024 00:00:00, 15/11/2024 00:00:00,2024-2025,F, 	(19-MAY-2025 12:03:08)	 (Not Inserted)
2,0, , ,, ,D,3,2,1,01/11/2024 00:00:00, 15/11/2024 00:00:00,2024-2025,F, 	(19-MAY-2025 12:03:08)	 (Not Inserted)
2,0, , ,, ,D,1,1,2,16/11/2024 00:00:00, 30/11/2024 00:00:00,2024-2025,F, 	(19-MAY-2025 12:03:08)	 (Not Inserted)
2,0, , ,, ,D,3,2,2,16/11/2024 00:00:00, 30/11/2024 00:00:00,2024-2025,F, 	(19-MAY-2025 12:03:08)	 (Not Inserted)
2,0, , ,, ,D,1,1,2,16/11/2024 00:00:00, 30/11/2024 00:00:00,2024-2025,F, 	(19-MAY-2025 12:03:08)	 (Not Inserted)
2,0, , ,, ,D,3,2,2,16/11/2024 00:00:00, 30/11/2024 00:00:00,2024-2025,F, 	(19-MAY-2025 12:03:08)	 (Not Inserted)
2,0, , ,, ,D,1,1,1,01/12/2024 00:00:00, 15/12/2024 00:00:00,2024-2025,F, 	(19-MAY-2025 12:03:08)	 (Not Inserted)
2,0, , ,, ,D,1,1,1,01/12/2024 00:00:00, 15/12/2024 00:00:00,2024-2025,F, 	(19-MAY-2025 12:03:08)	 (Not Inserted)
2,0, , ,, ,D,1,1,2,16/12/2024 00:00:00, 31/12/2024 00:00:00,2024-2025,F, 	(19-MAY-2025 12:03:08)	 (Not Inserted)
2,0, , ,, ,D,1,1,2,16/12/2024 00:00:00, 31/12/2024 00:00:00,2024-2025,F, 	(19-MAY-2025 12:03:08)	 (Not Inserted)
2,0, , ,, ,D,1,1,1,01/01/2025 00:00:00, 15/01/2025 00:00:00,2024-2025,F, 	(19-MAY-2025 12:03:08)	 (Not Inserted)
2,0, , ,, ,D,3,2,1,01/01/2025 00:00:00, 15/01/2025 00:00:00,2024-2025,F, 	(19-MAY-2025 12:03:08)	 (Not Inserted)
2,0, , ,, ,D,1,1,1,01/01/2025 00:00:00, 15/01/2025 00:00:00,2024-2025,F, 	(19-MAY-2025 12:03:08)	 (Not Inserted)
2,0, , ,, ,D,3,2,1,01/01/2025 00:00:00, 15/01/2025 00:00:00,2024-2025,F, 	(19-MAY-2025 12:03:08)	 (Not Inserted)
2,0, , ,, ,D,1,1,2,16/01/2025 00:00:00, 31/01/2025 00:00:00,2024-2025,F, 	(19-MAY-2025 12:03:08)	 (Not Inserted)
2,0, , ,, ,D,3,2,2,16/01/2025 00:00:00, 31/01/2025 00:00:00,2024-2025,F, 	(19-MAY-2025 12:03:08)	 (Not Inserted)
2,0, , ,, ,D,1,1,2,16/01/2025 00:00:00, 31/01/2025 00:00:00,2024-2025,F, 	(19-MAY-2025 12:03:08)	 (Not Inserted)
2,0, , ,, ,D,3,2,2,16/01/2025 00:00:00, 31/01/2025 00:00:00,2024-2025,F, 	(19-MAY-2025 12:03:08)	 (Not Inserted)
2,0, , ,, ,D,2,1,1,01/02/2025 00:00:00, 15/02/2025 00:00:00,2024-2025,F, 	(19-MAY-2025 12:03:08)	 (Not Inserted)
2,0, , ,, ,D,3,2,1,01/02/2025 00:00:00, 15/02/2025 00:00:00,2024-2025,F, 	(19-MAY-2025 12:03:08)	 (Not Inserted)
2,0, , ,, ,D,2,1,1,01/02/2025 00:00:00, 15/02/2025 00:00:00,2024-2025,F, 	(19-MAY-2025 12:03:08)	 (Not Inserted)
2,0, , ,, ,D,3,2,1,01/02/2025 00:00:00, 15/02/2025 00:00:00,2024-2025,F, 	(19-MAY-2025 12:03:08)	 (Not Inserted)
2,0, , ,, ,D,2,1,2,16/02/2025 00:00:00, 28/02/2025 00:00:00,2024-2025,F, 	(19-MAY-2025 12:03:08)	 (Not Inserted)
2,0, , ,, ,D,3,2,2,16/02/2025 00:00:00, 28/02/2025 00:00:00,2024-2025,F, 	(19-MAY-2025 12:03:08)	 (Not Inserted)
2,0, , ,, ,D,2,1,2,16/02/2025 00:00:00, 28/02/2025 00:00:00,2024-2025,F, 	(19-MAY-2025 12:03:08)	 (Not Inserted)
2,0, , ,, ,D,3,2,2,16/02/2025 00:00:00, 28/02/2025 00:00:00,2024-2025,F, 	(19-MAY-2025 12:03:08)	 (Not Inserted)
2,0, , ,, ,D,2,1,2,16/06/2023 00:00:00, 30/06/2023 00:00:00,2023-2024,F, 	(19-MAY-2025 12:03:08)	 (Not Inserted)
2,0, , ,, ,D,2,1,2,16/06/2023 00:00:00, 30/06/2023 00:00:00,2023-2024,F, 	(19-MAY-2025 12:03:08)	 (Not Inserted)
2,0, , ,, ,D,2,1,1,01/07/2023 00:00:00, 15/07/2023 00:00:00,2023-2024,F, 	(19-MAY-2025 12:03:08)	 (Not Inserted)
2,0, , ,, ,D,2,1,1,01/07/2023 00:00:00, 15/07/2023 00:00:00,2023-2024,F, 	(19-MAY-2025 12:03:08)	 (Not Inserted)
2,0, , ,, ,D,2,1,2,16/07/2023 00:00:00, 31/07/2023 00:00:00,2023-2024,F, 	(19-MAY-2025 12:03:08)	 (Not Inserted)
2,0, , ,, ,D,2,1,2,16/07/2023 00:00:00, 31/07/2023 00:00:00,2023-2024,F, 	(19-MAY-2025 12:03:08)	 (Not Inserted)
2,0, , ,, ,D,2,1,1,01/08/2023 00:00:00, 15/08/2023 00:00:00,2023-2024,F, 	(19-MAY-2025 12:03:08)	 (Not Inserted)
2,0, , ,, ,D,2,1,1,01/08/2023 00:00:00, 15/08/2023 00:00:00,2023-2024,F, 	(19-MAY-2025 12:03:08)	 (Not Inserted)
2,0, , ,, ,D,2,1,2,16/08/2023 00:00:00, 31/08/2023 00:00:00,2023-2024,F, 	(19-MAY-2025 12:03:08)	 (Not Inserted)
2,0, , ,, ,D,2,1,2,16/08/2023 00:00:00, 31/08/2023 00:00:00,2023-2024,F, 	(19-MAY-2025 12:03:08)	 (Not Inserted)
2,0, , ,, ,D,2,1,1,01/09/2023 00:00:00, 15/09/2023 00:00:00,2023-2024,F, 	(19-MAY-2025 12:03:08)	 (Not Inserted)
2,0, , ,, ,D,2,1,1,01/09/2023 00:00:00, 15/09/2023 00:00:00,2023-2024,F, 	(19-MAY-2025 12:03:08)	 (Not Inserted)
2,0, , ,, ,D,2,1,2,16/09/2023 00:00:00, 30/09/2023 00:00:00,2023-2024,F, 	(19-MAY-2025 12:03:08)	 (Not Inserted)
2,0, , ,, ,D,2,1,2,16/09/2023 00:00:00, 30/09/2023 00:00:00,2023-2024,F, 	(19-MAY-2025 12:03:08)	 (Not Inserted)
2,0, , ,, ,D,2,1,1,01/10/2023 00:00:00, 15/10/2023 00:00:00,2023-2024,F, 	(19-MAY-2025 12:03:08)	 (Not Inserted)
2,0, , ,, ,D,2,1,1,01/10/2023 00:00:00, 15/10/2023 00:00:00,2023-2024,F, 	(19-MAY-2025 12:03:08)	 (Not Inserted)
2,0, , ,, ,D,1,1,2,16/10/2023 00:00:00, 31/10/2023 00:00:00,2023-2024,F, 	(19-MAY-2025 12:03:08)	 (Not Inserted)
2,0, , ,, ,D,2,1,2,16/10/2023 00:00:00, 31/10/2023 00:00:00,2023-2024,F, 	(19-MAY-2025 12:03:08)	 (Not Inserted)
2,0, , ,, ,D,1,1,2,16/10/2023 00:00:00, 31/10/2023 00:00:00,2023-2024,F, 	(19-MAY-2025 12:03:08)	 (Not Inserted)
2,0, , ,, ,D,2,1,2,16/10/2023 00:00:00, 31/10/2023 00:00:00,2023-2024,F, 	(19-MAY-2025 12:03:08)	 (Not Inserted)
2,0, , ,, ,D,2,1,1,01/11/2023 00:00:00, 15/11/2023 00:00:00,2023-2024,F, 	(19-MAY-2025 12:03:08)	 (Not Inserted)
2,0, , ,, ,D,2,1,1,01/11/2023 00:00:00, 15/11/2023 00:00:00,2023-2024,F, 	(19-MAY-2025 12:03:08)	 (Not Inserted)
2,0, , ,, ,D,2,1,2,16/11/2023 00:00:00, 30/11/2023 00:00:00,2023-2024,F, 	(19-MAY-2025 12:03:08)	 (Not Inserted)
2,0, , ,, ,D,2,1,2,16/11/2023 00:00:00, 30/11/2023 00:00:00,2023-2024,F, 	(19-MAY-2025 12:03:08)	 (Not Inserted)
2,0, , ,, ,D,2,1,1,01/12/2023 00:00:00, 15/12/2023 00:00:00,2023-2024,F, 	(19-MAY-2025 12:03:08)	 (Not Inserted)
2,0, , ,, ,D,2,1,1,01/12/2023 00:00:00, 15/12/2023 00:00:00,2023-2024,F, 	(19-MAY-2025 12:03:08)	 (Not Inserted)
2,0, , ,, ,D,2,1,2,16/12/2023 00:00:00, 31/12/2023 00:00:00,2023-2024,F, 	(19-MAY-2025 12:03:08)	 (Not Inserted)
2,0, , ,, ,D,2,1,2,16/12/2023 00:00:00, 31/12/2023 00:00:00,2023-2024,F, 	(19-MAY-2025 12:03:08)	 (Not Inserted)
2,0, , ,, ,D,2,1,1,01/01/2024 00:00:00, 15/01/2024 00:00:00,2023-2024,F, 	(19-MAY-2025 12:03:08)	 (Not Inserted)
2,0, , ,, ,D,2,1,1,01/01/2024 00:00:00, 15/01/2024 00:00:00,2023-2024,F, 	(19-MAY-2025 12:03:08)	 (Not Inserted)
2,0, , ,, ,D,2,1,2,16/01/2024 00:00:00, 31/01/2024 00:00:00,2023-2024,F, 	(19-MAY-2025 12:03:08)	 (Not Inserted)
2,0, , ,, ,D,2,1,2,16/01/2024 00:00:00, 31/01/2024 00:00:00,2023-2024,F, 	(19-MAY-2025 12:03:08)	 (Not Inserted)
2,0, , ,, ,D,2,1,1,01/02/2024 00:00:00, 15/02/2024 00:00:00,2023-2024,F, 	(19-MAY-2025 12:03:08)	 (Not Inserted)
2,0, , ,, ,D,2,1,1,01/02/2024 00:00:00, 15/02/2024 00:00:00,2023-2024,F, 	(19-MAY-2025 12:03:08)	 (Not Inserted)
2,0, , ,, ,D,2,1,2,16/02/2024 00:00:00, 29/02/2024 00:00:00,2023-2024,F, 	(19-MAY-2025 12:03:08)	 (Not Inserted)
2,0, , ,, ,D,2,1,2,16/02/2024 00:00:00, 29/02/2024 00:00:00,2023-2024,F, 	(19-MAY-2025 12:03:08)	 (Not Inserted)
2,0, , ,, ,D,2,1,1,01/03/2024 00:00:00, 15/03/2024 00:00:00,2023-2024,F, 	(19-MAY-2025 12:03:08)	 (Not Inserted)
2,0, , ,, ,D,2,1,1,01/03/2024 00:00:00, 15/03/2024 00:00:00,2023-2024,F, 	(19-MAY-2025 12:03:08)	 (Not Inserted)
2,0, , ,, ,D,2,1,2,16/03/2024 00:00:00, 31/03/2024 00:00:00,2023-2025,F, 	(19-MAY-2025 12:03:08)	 (Not Inserted)
2,0, , ,, ,D,2,1,2,16/03/2024 00:00:00, 31/03/2024 00:00:00,2023-2025,F, 	(19-MAY-2025 12:03:08)	 (Not Inserted)
2,0, , ,, ,D,2,1,1,01/04/2024 00:00:00, 15/04/2024 00:00:00,2024-2025,F, 	(19-MAY-2025 12:03:08)	 (Not Inserted)
2,0, , ,, ,D,2,1,1,01/04/2024 00:00:00, 15/04/2024 00:00:00,2024-2025,F, 	(19-MAY-2025 12:03:08)	 (Not Inserted)
2,0, , ,, ,D,2,1,2,16/04/2024 00:00:00, 30/04/2024 00:00:00,2024-2025,F, 	(19-MAY-2025 12:03:08)	 (Not Inserted)
2,0, , ,, ,D,2,1,2,16/04/2024 00:00:00, 30/04/2024 00:00:00,2024-2025,F, 	(19-MAY-2025 12:03:08)	 (Not Inserted)
2,0, , ,, ,D,2,1,1,01/05/2024 00:00:00, 15/05/2024 00:00:00,2024-2025,F, 	(19-MAY-2025 12:03:08)	 (Not Inserted)
2,0, , ,, ,D,2,1,1,01/05/2024 00:00:00, 15/05/2024 00:00:00,2024-2025,F, 	(19-MAY-2025 12:03:08)	 (Not Inserted)
2,0, , ,, ,D,2,1,2,16/05/2024 00:00:00, 31/05/2024 00:00:00,2024-2025,F, 	(19-MAY-2025 12:03:08)	 (Not Inserted)
2,0, , ,, ,D,2,1,2,16/05/2024 00:00:00, 31/05/2024 00:00:00,2024-2025,F, 	(19-MAY-2025 12:03:08)	 (Not Inserted)
2,0, , ,, ,D,2,1,1,01/06/2024 00:00:00, 15/06/2024 00:00:00,2024-2025,F, 	(19-MAY-2025 12:03:08)	 (Not Inserted)
2,0, , ,, ,D,2,1,1,01/06/2024 00:00:00, 15/06/2024 00:00:00,2024-2025,F, 	(19-MAY-2025 12:03:08)	 (Not Inserted)
2,0, , ,, ,D,2,1,2,16/06/2024 00:00:00, 30/06/2024 00:00:00,2024-2025,F, 	(19-MAY-2025 12:03:08)	 (Not Inserted)
2,0, , ,, ,D,2,1,2,16/06/2024 00:00:00, 30/06/2024 00:00:00,2024-2025,F, 	(19-MAY-2025 12:03:08)	 (Not Inserted)
2,0, , ,, ,D,1,1,1,01/07/2024 00:00:00, 15/07/2024 00:00:00,2024-2025,F, 	(19-MAY-2025 12:03:08)	 (Not Inserted)
2,0, , ,, ,D,2,1,1,01/07/2024 00:00:00, 15/07/2024 00:00:00,2024-2025,F, 	(19-MAY-2025 12:03:08)	 (Not Inserted)
2,0, , ,, ,D,3,2,1,01/07/2024 00:00:00, 15/07/2024 00:00:00,2024-2025,F, 	(19-MAY-2025 12:03:08)	 (Not Inserted)
2,0, , ,, ,D,1,1,1,01/07/2024 00:00:00, 15/07/2024 00:00:00,2024-2025,F, 	(19-MAY-2025 12:03:08)	 (Not Inserted)
2,0, , ,, ,D,2,1,1,01/07/2024 00:00:00, 15/07/2024 00:00:00,2024-2025,F, 	(19-MAY-2025 12:03:08)	 (Not Inserted)
2,0, , ,, ,D,3,2,1,01/07/2024 00:00:00, 15/07/2024 00:00:00,2024-2025,F, 	(19-MAY-2025 12:03:08)	 (Not Inserted)
2,0, , ,, ,D,1,1,2,16/07/2024 00:00:00, 31/07/2024 00:00:00,2024-2025,F, 	(19-MAY-2025 12:03:08)	 (Not Inserted)
2,0, , ,, ,D,2,1,2,16/07/2024 00:00:00, 31/07/2024 00:00:00,2024-2025,F, 	(19-MAY-2025 12:03:08)	 (Not Inserted)
2,0, , ,, ,D,3,2,2,16/07/2024 00:00:00, 31/07/2024 00:00:00,2024-2025,F, 	(19-MAY-2025 12:03:08)	 (Not Inserted)
2,0, , ,, ,D,1,1,2,16/07/2024 00:00:00, 31/07/2024 00:00:00,2024-2025,F, 	(19-MAY-2025 12:03:08)	 (Not Inserted)
2,0, , ,, ,D,2,1,2,16/07/2024 00:00:00, 31/07/2024 00:00:00,2024-2025,F, 	(19-MAY-2025 12:03:08)	 (Not Inserted)
2,0, , ,, ,D,3,2,2,16/07/2024 00:00:00, 31/07/2024 00:00:00,2024-2025,F, 	(19-MAY-2025 12:03:08)	 (Not Inserted)
2,0, , ,, ,D,1,1,1,01/08/2024 00:00:00, 15/08/2024 00:00:00,2024-2025,F, 	(19-MAY-2025 12:03:08)	 (Not Inserted)
2,0, , ,, ,D,2,1,1,01/08/2024 00:00:00, 15/08/2024 00:00:00,2024-2025,F, 	(19-MAY-2025 12:03:08)	 (Not Inserted)
2,0, , ,, ,D,3,2,1,01/08/2024 00:00:00, 15/08/2024 00:00:00,2024-2025,F, 	(19-MAY-2025 12:03:08)	 (Not Inserted)
2,0, , ,, ,D,1,1,1,01/08/2024 00:00:00, 15/08/2024 00:00:00,2024-2025,F, 	(19-MAY-2025 12:03:08)	 (Not Inserted)
2,0, , ,, ,D,2,1,1,01/08/2024 00:00:00, 15/08/2024 00:00:00,2024-2025,F, 	(19-MAY-2025 12:03:08)	 (Not Inserted)
2,0, , ,, ,D,3,2,1,01/08/2024 00:00:00, 15/08/2024 00:00:00,2024-2025,F, 	(19-MAY-2025 12:03:08)	 (Not Inserted)
2,0, , ,, ,D,1,1,2,16/08/2024 00:00:00, 31/08/2024 00:00:00,2024-2025,F, 	(19-MAY-2025 12:03:08)	 (Not Inserted)
2,0, , ,, ,D,2,1,2,16/08/2024 00:00:00, 31/08/2024 00:00:00,2024-2025,F, 	(19-MAY-2025 12:03:08)	 (Not Inserted)
2,0, , ,, ,D,3,2,2,16/08/2024 00:00:00, 31/08/2024 00:00:00,2024-2025,F, 	(19-MAY-2025 12:03:08)	 (Not Inserted)
2,0, , ,, ,D,1,1,2,16/08/2024 00:00:00, 31/08/2024 00:00:00,2024-2025,F, 	(19-MAY-2025 12:03:08)	 (Not Inserted)
2,0, , ,, ,D,2,1,2,16/08/2024 00:00:00, 31/08/2024 00:00:00,2024-2025,F, 	(19-MAY-2025 12:03:08)	 (Not Inserted)
2,0, , ,, ,D,3,2,2,16/08/2024 00:00:00, 31/08/2024 00:00:00,2024-2025,F, 	(19-MAY-2025 12:03:08)	 (Not Inserted)
2,0, , ,, ,D,1,1,1,01/09/2024 00:00:00, 15/09/2024 00:00:00,2024-2025,F, 	(19-MAY-2025 12:03:08)	 (Not Inserted)
2,0, , ,, ,D,1,1,1,01/09/2024 00:00:00, 15/09/2024 00:00:00,2024-2025,F, 	(19-MAY-2025 12:03:08)	 (Not Inserted)
2,0, , ,, ,D,1,1,2,16/09/2024 00:00:00, 30/09/2024 00:00:00,2024-2025,F, 	(19-MAY-2025 12:03:08)	 (Not Inserted)
2,0, , ,, ,D,1,1,2,16/09/2024 00:00:00, 30/09/2024 00:00:00,2024-2025,F, 	(19-MAY-2025 12:03:08)	 (Not Inserted)
2,0, , ,, ,D,1,1,1,01/10/2024 00:00:00, 15/10/2024 00:00:00,2024-2025,F, 	(19-MAY-2025 12:03:08)	 (Not Inserted)
2,0, , ,, ,D,2,1,1,01/10/2024 00:00:00, 15/10/2024 00:00:00,2024-2025,F, 	(19-MAY-2025 12:03:08)	 (Not Inserted)
2,0, , ,, ,D,1,1,1,01/10/2024 00:00:00, 15/10/2024 00:00:00,2024-2025,F, 	(19-MAY-2025 12:03:08)	 (Not Inserted)
2,0, , ,, ,D,2,1,1,01/10/2024 00:00:00, 15/10/2024 00:00:00,2024-2025,F, 	(19-MAY-2025 12:03:08)	 (Not Inserted)
2,0, , ,, ,D,1,1,2,16/10/2024 00:00:00, 31/10/2024 00:00:00,2024-2025,F, 	(19-MAY-2025 12:03:08)	 (Not Inserted)
2,0, , ,, ,D,2,1,2,16/10/2024 00:00:00, 31/10/2024 00:00:00,2024-2025,F, 	(19-MAY-2025 12:03:08)	 (Not Inserted)
2,0, , ,, ,D,1,1,2,16/10/2024 00:00:00, 31/10/2024 00:00:00,2024-2025,F, 	(19-MAY-2025 12:03:08)	 (Not Inserted)
2,0, , ,, ,D,2,1,2,16/10/2024 00:00:00, 31/10/2024 00:00:00,2024-2025,F, 	(19-MAY-2025 12:03:08)	 (Not Inserted)
2,0, , ,, ,D,1,1,1,01/11/2024 00:00:00, 15/11/2024 00:00:00,2024-2025,F, 	(19-MAY-2025 12:03:08)	 (Not Inserted)
2,0, , ,, ,D,1,1,1,01/11/2024 00:00:00, 15/11/2024 00:00:00,2024-2025,F, 	(19-MAY-2025 12:03:08)	 (Not Inserted)
2,0, , ,, ,D,1,1,2,16/11/2024 00:00:00, 30/11/2024 00:00:00,2024-2025,F, 	(19-MAY-2025 12:03:08)	 (Not Inserted)
